Time	ACE	 ALA 	 FOR 	 PYR 	 ETOH 	 GLC 	 LAC 
278	0.695343959575265	1.20955660780463	0.320165056367041	1.00456036422151	0.911194964352919	0.0282754018906786	3.92865758617692
279.75	0.691519645738821	1.20829841760716	0.326382297600229	0.999108317717185	0.91427320095403	-0.0584670327680404	3.93404614679869
281.5	0.692263292759143	1.21017103421931	0.320233061500621	0.998118062377016	0.92098007885529	0.0105853591193926	3.94073367279543
283.25	0.691853129869897	1.21386129445969	0.318811335425421	0.996094316832536	0.928394707893958	0.074450876460508	3.95116045290942
285	0.690071066852221	1.21319257445809	0.323458556231097	0.991165533257705	0.932412170934728	0.0247540962040138	3.96188865014639
286.75	0.69357879221059	1.21782757728783	0.314872728469649	0.988423015638772	0.941674634610916	0.152951203563093	3.97531193477863
288.5	0.693113910692366	1.22060797175561	0.320311271866259	0.988320265428436	0.948064919532998	0.135152082374395	3.98531582633336
290.25	0.690511169585215	1.21791941853979	0.32131982802431	0.982824973609417	0.951490949020021	0.0663987481880425	3.99374058857278
292	0.690076690375283	1.2181153394429	0.324099482013541	0.978962853665998	0.953894260410787	0.0355483243039567	4.00050922669681
293.75	0.688158685995018	1.21708540885402	0.325217470257016	0.974188225062917	0.955999377436448	-0.0153094892190114	4.00460262249371
295.5	0.687895530880795	1.21684221814602	0.324167502772513	0.969718524502663	0.960415677395939	-0.0423966640953454	4.01146065669527
297.25	0.689100067508054	1.22264566627202	0.321809385818954	0.966595887901292	0.966395138857757	0.0994870564972728	4.01695512704186
299	0.690108988302777	1.22072123371844	0.319112884275217	0.963150980751947	0.970290503589119	0.0811446654765079	4.02478026472802
300.75	0.685103221744895	1.22132404102461	0.328019451948047	0.957922346299244	0.970816556496658	-0.028742889305705	4.02806949820746
302.5	0.689899259384813	1.22802032534402	0.31364123386798	0.955854951430028	0.983131121424033	0.143133016849468	4.04411973285548
304.25	0.689796658502278	1.22635719326147	0.323035980528818	0.955524753095092	0.990899733604948	0.125657382843235	4.05412400637549
306	0.686949552066981	1.22781378180896	0.323483386321537	0.948427489678896	0.994418924407562	0.0262685792562301	4.06431103653429
307.75	0.69009186944388	1.23310835459273	0.317944990840035	0.949586598361417	1.00188994694669	0.167389783042578	4.0758705453614
309.5	0.686747816328054	1.23029319164216	0.321058128809303	0.940957608572226	1.00379208456884	0.0266775301566484	4.08234034894173
311.25	0.688362214808155	1.23371980570788	0.324185992784898	0.940633083892096	1.0091336632654	0.0830582043567157	4.0862466394931
313	0.690010853322587	1.23684717011232	0.316568290870584	0.938040791563265	1.01544000110552	0.210434420600298	4.0943830525867
314.75	0.685898431485163	1.23127015026134	0.325300145506875	0.930127533564195	1.01342831141074	0.0206545781689024	4.09387418085742
316.5	0.688748494139094	1.23407498635349	0.321700446255683	0.926800794898575	1.02138637145012	0.118720205073878	4.10055836226187
318.25	0.686217841624862	1.23434779990005	0.324648707789313	0.921302357703132	1.02149524300429	0.0378247041375511	4.10365210316893
320	0.685609800607985	1.2308698307755	0.329306101613723	0.916397551781189	1.02411624988136	-0.0190216805126742	4.10574665251917
321.75	0.692701436601777	1.23869290439472	0.320956683085324	0.919364559602599	1.03619213177219	0.244707626181169	4.1152789025023
323.5	0.684788902382486	1.2320334163007	0.326821227191956	0.90580386611851	1.02999022447428	-0.00668449852017353	4.11310692199842
325.25	0.685717060412447	1.23454105521874	0.325925707032623	0.905235597793749	1.03664302641041	0.0462378569184509	4.12153378100898
327	0.689094192779377	1.2365646397046	0.324508601178896	0.904345317658309	1.04913322427738	0.140715666078264	4.13395439779972
328.75	0.684426489288642	1.235843395527	0.32687520149691	0.89504874123483	1.04882988973243	0.00124765959342547	4.13973439546751
330.5	0.684726948800129	1.23927782456495	0.324873186302549	0.893785203273355	1.0579826166015	0.046166647500988	4.15132857689192
332.25	0.687427946385284	1.24416367128955	0.31785517453374	0.89399689226699	1.06705039489099	0.159589373785566	4.16478045434313
334	0.684761227801369	1.24019605654205	0.32686775550116	0.887178600273946	1.06689567338063	0.0125687847647942	4.16763556963204
335.75	0.685529024707007	1.24292986846692	0.326269487264429	0.882429184764267	1.06816264092681	0	4.17401479190044
